date	link_index	number	content
2016/12/27|05/20/00	57655	77	 >>75  あなたはそれを書いていて良心が痛まないんですか？  2chでフレコまで晒してよく書けますね <\br>
2016/12/27|05/23/00	57655	78	 >>75  遅れてすみません潜りますね <\br>
2016/12/27|05/26/00	57655	81	 >>80は>>75へのレス   間違えたすまん <\br>
2016/12/27|05/27/00	57655	82	 >>75  個体まで完璧でありがとうございます！  厳選なかなかうまく行かないので助かりました <\br>
2016/12/27|05/27/00	57655	84	 >>82  交換ありがとうございました！ <\br>
2016/12/27|06/49/00	57655	94	 この時間帯はあまり来ないと思うのでゆっくり待ちます   求）ラブボ夢ママンボウ個体値不問   出）下記5Vポケモン　オシャボは特筆してあります  タツベイ　ルアー 　　ようきアブソル ムーン  夢ロコン　ラブ 　　　おくびょうゴース　　ムーン  ミミッキュ　ムーン 　ひかえめヒトツキ　ヘビー  ようきタツベイ　ムーン　フレンド  わんぱくコイキング　 夢ユキワラシ　ラブ  ヌイコグマ　ラブ 　　リオル　ヘビー  ピンプク　 　　　　　ヤトウモリ　  ずぶといヒドイデ 　　エアームド  ずぶといポリ  5214　9788　4701  TNは　か　からはじめります　　  遺伝技に興味ある人は聞いてください  性格もメジャーなものになら変えられます <\br>
2016/12/27|08/55/00	57655	101	 求）　どれか1個で1匹と交換  ポイントマックス、命の珠、突撃チョッキ、ゴツゴツメット  気合のタスキ、こだわりメガネ、こだわりハチマキ   出）　全て理想個体  夢ナマコブシ図太いinラブラブ　天然　こらえる/ベノムトラップ  夢ヒドイデ図太いinダイブ　再生力　蓄える/飲み込む/吐き出す/黒い霧  バクガメス無邪気inレベル　6v　諸刃の頭突き  ネッコアラ慎重inムーン　願い事/甘える/歌う/じゃれつく  イワンコ陽気inゴージャス　鋭い目　炎牙/雷牙/不意打ち/暴れる  コソクムシ意地っ張りinネット　アクアジェット/まきびし/ワイドガード  ミミッキュ意地っ張りinゴージャス　呪い/悪夢/道連れ/怨念  ジジーロン控えめinムーン　草食　暴風/ドラゴンダイブ/白い霧  オドリドリ臆病inラブラブ　誘惑/神秘の守り/ついばむ/追い風  ダダリン勇敢inネット　HABDvS0  夢ロコン臆病inダイブ　雪降らし　ムンフォ/アンコ/催眠術/フリドラ  夢イシツブテ意地っ張りinヘビー　エレキスキン　じたばた/カウンター/電磁浮遊/ワイドガード  チュリネ控えめinフレンド　葉緑素　根を張る/草笛/甘える/悩みの種   名前：メア〇〇　3883-5690-0026 <\br>
2016/12/27|08/58/00	57655	103	 >>101  メガネとハチマキでジジーロンとバクガメスいただけますか？  3883-5332-9569とり◯◯ <\br>
2016/12/27|09/02/00	57655	105	 >>103  了解しました。登録後すぐに潜るので、見つけたら、そちらから交換申し込んでください <\br>
2016/12/27|09/07/00	57655	108	 >>105  ありがとうございました！ <\br>
2016/12/27|09/08/00	57655	110	 >>108  交換ありがとうございました！   引き続き募集します   求）　どれか1個で1匹と交換  ポイントマックス、命の珠、突撃チョッキ、ゴツゴツメット  気合のタスキ、こだわりメガネ、こだわりハチマキ   出）　全て理想個体  夢ナマコブシ図太いinラブラブ　天然　こらえる/ベノムトラップ  夢ヒドイデ図太いinダイブ　再生力　蓄える/飲み込む/吐き出す/黒い霧  ネッコアラ慎重inムーン　願い事/甘える/歌う/じゃれつく  イワンコ陽気inゴージャス　鋭い目　炎牙/雷牙/不意打ち/暴れる  コソクムシ意地っ張りinネット　アクアジェット/まきびし/ワイドガード  ミミッキュ意地っ張りinゴージャス　呪い/悪夢/道連れ/怨念  ジジーロン控えめinムーン　草食　暴風/ドラゴンダイブ/白い霧  オドリドリ臆病inラブラブ　誘惑/神秘の守り/ついばむ/追い風  ダダリン勇敢inネット　HABDvS0  夢ロコン臆病inダイブ　雪降らし　ムンフォ/アンコ/催眠術/フリドラ  夢イシツブテ意地っ張りinヘビー　エレキスキン　じたばた/カウンター/電磁浮遊/ワイドガード  チュリネ控えめinフレンド　葉緑素　根を張る/草笛/甘える/悩みの種   名前：メア〇〇　3883-5690-0026 <\br>
2016/12/27|09/09/00	57655	111	 >>110  チョッキでネッコアラお願いします  0448-0145-4876 ア〇〇 <\br>
2016/12/27|09/11/00	57655	112	 >>111  了解しました。登録後すぐに潜るので、見つけたら、そちらから交換申し込んでください <\br>
2016/12/27|09/14/00	57655	115	 >>110  交換ありがとうございました！ <\br>
2016/12/27|09/15/00	57655	116	 >>115  交換ありがとうございました！   引き続き募集します   求）　どれか1個で1匹と交換  ポイントマックス、命の珠、突撃チョッキ、ゴツゴツメット  気合のタスキ、こだわりメガネ、こだわりハチマキ   出）　全て理想個体  夢ナマコブシ図太いinラブラブ　天然　こらえる/ベノムトラップ  夢ヒドイデ図太いinダイブ　再生力　蓄える/飲み込む/吐き出す/黒い霧  イワンコ陽気inゴージャス　鋭い目　炎牙/雷牙/不意打ち/暴れる  コソクムシ意地っ張りinネット　アクアジェット/まきびし/ワイドガード  ミミッキュ意地っ張りinゴージャス　呪い/悪夢/道連れ/怨念  ジジーロン控えめinムーン　草食　暴風/ドラゴンダイブ/白い霧  オドリドリ臆病inラブラブ　誘惑/神秘の守り/ついばむ/追い風  ダダリン勇敢inネット　HABDvS0  夢ロコン臆病inダイブ　雪降らし　ムンフォ/アンコ/催眠術/フリドラ  夢イシツブテ意地っ張りinヘビー　エレキスキン　じたばた/カウンター/電磁浮遊/ワイドガード  チュリネ控えめinフレンド　葉緑素　根を張る/草笛/甘える/悩みの種   名前：メア〇〇　3883-5690-0026 <\br>
2016/12/27|09/32/00	57655	128	 >>116  タスキ出すので夢イシツブテと交換してもらえますか？   3583-0908-0185  TN やxxx <\br>
2016/12/27|09/32/00	57655	130	 >>128  了解しました。登録後すぐに潜るので、見つけたら、そちらから交換申し込んでください <\br>
2016/12/27|09/38/00	57655	132	 >>130  交換ありがとうございました <\br>
2016/12/27|09/38/00	57655	133	 >>132  交換ありがとうございました！   引き続き募集します   求）　どれか1個で1匹と交換  ポイントマックス、命の珠、突撃チョッキ、ゴツゴツメット  気合のタスキ、こだわりメガネ、こだわりハチマキ   出）　全て理想個体  夢ナマコブシ図太いinラブラブ　天然　こらえる/ベノムトラップ  夢ヒドイデ図太いinダイブ　再生力　蓄える/飲み込む/吐き出す/黒い霧  イワンコ陽気inゴージャス　鋭い目　炎牙/雷牙/不意打ち/暴れる  コソクムシ意地っ張りinネット　アクアジェット/まきびし/ワイドガード  ミミッキュ意地っ張りinゴージャス　呪い/悪夢/道連れ/怨念  ジジーロン控えめinムーン　草食　暴風/ドラゴンダイブ/白い霧  オドリドリ臆病inラブラブ　誘惑/神秘の守り/ついばむ/追い風  ダダリン勇敢inネット　HABDvS0  夢ロコン臆病inダイブ　雪降らし　ムンフォ/アンコ/催眠術/フリドラ  チュリネ控えめinフレンド　葉緑素　根を張る/草笛/甘える/悩みの種   名前：メア〇〇　3883-5690-0026 <\br>
2016/12/27|09/40/00	57655	136	 >>116  BPアイテム出しますのでジジーロン，ダダリン，チュリネお願いしていいでしょうか  BPアイテムはご指定したものをご用意します  FC　2492-5107-8309　TN　ど〇〇〇 <\br>
2016/12/27|09/43/00	57655	140	 >>136  珠2、チョッキ1でお願いします  登録後すぐに潜るので、見つけたら、そちらから交換申し込んでください <\br>
2016/12/27|09/52/00	57655	146	 >>140  交換ありがとうございました！ <\br>
2016/12/27|09/52/00	57655	147	 >>146  交換ありがとうございました！   引き続き募集します   求）　どれか1個で1匹と交換  ポイントマックス、気合のタスキ、こだわりメガネ、こだわりハチマキ   出）　全て理想個体  夢ナマコブシ図太いinラブラブ　天然　こらえる/ベノムトラップ  夢ヒドイデ図太いinダイブ　再生力　蓄える/飲み込む/吐き出す/黒い霧  イワンコ陽気inゴージャス　鋭い目　炎牙/雷牙/不意打ち/暴れる  コソクムシ意地っ張りinネット　アクアジェット/まきびし/ワイドガード  ミミッキュ意地っ張りinゴージャス　呪い/悪夢/道連れ/怨念  ジジーロン控えめinムーン　草食　暴風/ドラゴンダイブ/白い霧  オドリドリ臆病inラブラブ　誘惑/神秘の守り/ついばむ/追い風  ダダリン勇敢inネット　HABDvS0  夢ロコン臆病inダイブ　雪降らし　ムンフォ/アンコ/催眠術/フリドラ  チュリネ控えめinフレンド　葉緑素　根を張る/草笛/甘える/悩みの種   名前：メア〇〇　3883-5690-0026 <\br>
2016/12/27|10/16/00	57655	155	 >>147  〆切ります <\br>
2016/12/27|10/19/00	57655	157	 求）  サブROMから本ROMへの輸送　7体分  （14回通信交換）   出）  ①②③のどれか  ①から3体+③から1体とかでもおk   ①5体まで。孵化するので少し時間ください。  ウルボ陽気ニューラ（つぶて/つらら/ねこ/じごくづき）  リピボ臆病夢ケーシィ（アンコ）  ルアボ図太い夢ヒドイデ（たくわえ/のみこむ/はきだす/くろいきり）  ムンボ意地ミミッキュ（のろい/みちづれ/あくむ/おんねん）  ラブボ控えめヌメラ  ラブボ臆病ロコン（アンコ/神通力/ムンフォ/フリドラ）  ヘビボ冷静S0ヒトツキ   ②ポイマ1つ   ③  ・プレミアボール♀臆病ヤトウモリ  H抜け A0 BU CDSV （めざ氷）  ・フレボ♀ひかえめアゴジムシ  A抜け BU HCDV （めざ氷理想）    3669-1742-6871  TN：い○○ <\br>
2016/12/27|10/39/00	57655	158	 >>157  やります  めざ氷♀ヤトウモリください  4613-8986-2042　yo〇〇〇 <\br>
2016/12/27|10/40/00	57655	159	 出  竜舞遺伝4vタツベイ いじっぱり、しんちょう  夢マリル4vアクジェ、はらだいこ  夢ロコン4v  ドロバンコ4vインファイト  図太いトレースポリゴン4v  ミミッキュ4vのろいみちづれ  リオル理想個体ふくつのこころ  以上から複数交換可   求  夢リオル理想個体     フレコ 1607 3246 8622 <\br>
2016/12/27|10/44/00	57655	160	 >>158  よろしくお願いしますm(_ _)m  よろしければフレボアゴジムシもお受け取りください   サブROMから7体輸送  ↓  ヤトウモリとアゴジムシを送る  ↓  本ROMに差し替えて7体輸送   潜ります <\br>
2016/12/27|10/44/00	57655	161	 出  竜舞遺伝4vタツベイ いじっぱり、しんちょう  夢マリル4vアクジェ、はらだいこ  夢ロコン4v  ドロバンコ4vインファイト  図太いトレースポリゴン4v  ミミッキュ4vのろいみちづれ  リオル理想個体ふくつのこころ  以上から複数交換可   求  夢リオル理想個体     フレコ 1607 3246 8622 <\br>
2016/12/27|10/45/00	57655	162	 >>158  そういえば、ヤトウモリとアゴジムシはNN変更できますがいかがしますか  英語ROMです <\br>
2016/12/27|10/48/00	57655	163	 >>162  ありがとうございます  ＮＮはそのままで大丈夫です <\br>
2016/12/27|11/06/00	57655	164	 >>163  ありがとうございましたm(_ _)m  非常に助かりました <\br>
2016/12/27|11/09/00	57655	165	 >>164  お役に立ててなによりです  こちらこそありがとうございました <\br>
2016/12/27|11/39/00	57655	168	 出)  ミミッキュ、ナマコブシ、キュワワー  ジャラコ、タツベイ、ヌメラ、フカマル、モノズ  ヒドイデ、イワンコ、イーブイ、ヒトツキ  ナゲツケザル、オドリドリ  お好きなガンテツで孵化します  求以外のボールでしたら求もガンテツで孵化します   遺伝やVは適当です 申し訳ないです   求)  フレンド ヒトモシ、スピード ダダリン  ムーン ドロバンコ、フレンド バクガメス  スピード ハギギシリ、フレンド シズクモ  ルアー キバゴ 、ルアー ヌイコグマ   1418-7591-1721 ゴ <\br>
2016/12/27|12/09/00	57655	182	 出)基本必要4V  　・ニャースR/陽気or臆病/ものひろいorテクニ/催眠・すてゼリフ・ど忘れ・イカサマ/ウルボ  　・カラカラ/意地/避雷針/滅び・腹太鼓・堪える・アイへ/ウルボorムンボ  　・タツベイ/無邪気/石頭/竜舞・りゅうは・ハイポン・暴れる/ウルボ  　・ベトベターR/意地/毒手/影打ち・呪い・クリスモ/ネスボ  　・シズクモ/意地/水疱/蓄える・吐き出す/ムンボ  　・リオル/陽気/いたずらor不屈/飛び膝・真空波・バレパン・かみくだく/ウルボ  　・マリル/意地/力持ち/アクジェ・腹太鼓・伸し掛かり/ダイボ  　・ポリゴン/図太い/ダウンロード/モンボ  　・ミミッキュ/意地/ばけのかわ/呪い・悪夢・道連れ・怨念/ラブボ  　・ストライク/慎重/テクニ/辻斬り・バトン  　・BP（基本調整用）   求)　  　　・ACが被らない4Vメタモン  　　・その他ご提案下さい。    3I53/6129/8225 トから始まる３文字 <\br>
2016/12/27|12/38/00	57655	201	 >>182  >>179の中からどれか1体とそちらのミミッキュって交換出来ないでしょうか <\br>
2016/12/27|12/41/00	57655	202	 >>201  こっちは理想じゃないですけれど、それでもよければヤミラミでどうでしょうか <\br>
2016/12/27|12/42/00	57655	203	 >>202  ぜひお願いします  フレコ5069 4929 7556 ユ○ <\br>
2016/12/27|12/47/00	57655	204	 >>203  交換ありがとうございました。 <\br>
2016/12/27|12/47/00	57655	205	 >>202  交換ありがとうございました <\br>
2016/12/27|15/20/00	57655	246	 求）ラブボ夢ママンボウ個体値不問　ラブボそのものなら2体出します   出）下記5Vポケモン　オシャボは特筆してあります  ・おくびょうヒトモシ　ムーン  ・夢フカマル　ルアー ・ようきアブソル ムーン  ・夢ロコン　ラブ 　　・おくびょうゴース　　ムーン  ・いじっぱりミミッキュ　ムーン 　・ひかえめヒトツキ　ヘビー  ・ようきタツベイ　ムーン　フレンド  ・わんぱくコイキング　 ・夢ユキワラシ　ラブ  ・ヌイコグマ　ラブ 　　・リオル　ヘビー  ・ずぶといピンプク　 　・おくびょうヤトウモリ　  ・ずぶといヒドイデ 　　・わんぱくエアームド  ・ずぶといポリ  5214　9788　4701  TNは　か　からはじめります　　  遺伝技に興味ある人は聞いてください  性格もメジャーなものになら変えられます <\br>
2016/12/27|16/14/00	57655	263	 求）  各4V以上  陽気すいすいコイキング  意地夢イノムー地割れつらら針遺伝  臆病トレースポリゴン   出）  各4V  意地ラブボミミッキュのろいみちづれあくむ遺伝  陽気ダイボフカマルげきりん遺伝  臆病クイボ夢ロコン催眠ムンフォアンコ遺伝   理想個体との交換は飴つけます。   2423-7110-2546  ト6文字 <\br>
2016/12/27|16/20/00	57655	267	 >>263訂正で、出にBP64加えます   求）  各4V以上  陽気すいすいコイキング  意地夢イノムー地割れつらら針遺伝  臆病トレースポリゴン   出）  各4V  意地ラブボミミッキュのろいみちづれあくむ遺伝  陽気ダイボフカマルげきりん遺伝  臆病クイボ夢ロコン催眠ムンフォアンコ遺伝  BP64まで   理想個体との交換は飴つけます。   2423-7110-2546  ト6文字 <\br>
2016/12/27|16/23/00	57655	268	 >>267  臆病トレースポリゴンだせます  こちらメンタルハーブ希望です   フレコ：4253-3631-9324 TN：う〇〇〇 <\br>
2016/12/27|16/25/00	57655	269	 >>268  お願いします！今から交換して潜ります  こちらから申し込みますね <\br>
2016/12/27|16/26/00	57655	270	 >>267  理想陽気コイキング出せます  ボーマンダナイトお願いします   0087-2641-8944ミ○○ <\br>
2016/12/27|16/29/00	57655	271	 >>269  ありがとうございました <\br>
2016/12/27|16/29/00	57655	272	 >>269  ありがとうございました！  >>270  登録&石と飴持たせて2分後くらいに潜ります！ <\br>
2016/12/27|16/35/00	57655	281	 >>272  ありがとうございました！ <\br>
2016/12/27|16/36/00	57655	282	 >>281  ありがとうございました！  マンダ石だけで大丈夫でしたか？ <\br>
2016/12/27|16/40/00	57655	287	 求）  4V以上  意地夢イノムー地割れつらら針遺伝   出）  各4V  意地ラブボミミッキュのろいみちづれあくむ遺伝  陽気ダイボフカマルげきりん遺伝  臆病クイボ夢ロコン催眠ムンフォアンコ遺伝  BP64まで   理想個体との交換は飴つけます。   2423-7110-2546  ト6文字 <\br>
2016/12/27|16/42/00	57655	289	 >>287  ウリムーの夢特性はまだ解禁されていません... <\br>
2016/12/27|16/46/00	57655	291	 >>289  無知でした…ご指摘ありがとうございます  >>287訂正します  求）  4V以上  意地イノムー地割れつらら針遺伝   出）  各4V  意地ラブボミミッキュのろいみちづれあくむ遺伝  陽気ダイボフカマルげきりん遺伝  臆病クイボ夢ロコン催眠ムンフォアンコ遺伝  BP64まで   理想個体との交換は飴つけます。   2423-7110-2546  ト6文字 <\br>
2016/12/27|17/01/00	57655	297	 >>291  遺伝技有り　4V意地イノムー出せます。  BPアイテムお願いできますか？   4425-2565-0581　キ <\br>
2016/12/27|17/05/00	57655	299	 >>297  了解です！  何がいいですか？ <\br>
2016/12/27|17/08/00	57655	303	 >>299  弱点保険と脱出ボタンでお願い出来ますか <\br>
2016/12/27|17/11/00	57655	304	 >>303  了解です！潜ります <\br>
2016/12/27|17/12/00	57655	305	 求）トレースおくびょうポリゴン4～5V  出）ムーンボールひらいしん意地っ張り理想カラカラ♂（滅びの歌遺伝）  　　スピードボール理想ミミッキュ♀（みちづれ遺伝）  　　ポイントマックス（上限4）  　　ポイントアップ（上限19）   ポイント系の個数は交渉でお願い致します。  　　  以下時間をいただければ準備できます。  ラブボピカチュウ、フレンドモンメン、ヘビボケンタロス、レベルボケーシィ、ムーンボサンド、ルアボコイキング、レベルボミニリュウ   よろしくお願いします。  t○○○  0018-1607-7542  　　 <\br>
2016/12/27|17/14/00	57655	306	 >>303  ありがとうございました！ <\br>
2016/12/27|17/15/00	57655	307	 >>306  ありがとうございました、個体値など問題あったらお伝え下さい。 <\br>
2016/12/27|17/19/00	57655	313	 >>305  ケンタロスに夢個体いますか？ <\br>
2016/12/27|17/20/00	57655	314	 >>313  すみません、いないです。 <\br>
2016/12/27|17/22/00	57655	318	 >>314  すみません、ありがとうございました <\br>
2016/12/27|17/55/00	57655	341	 求  孵化あまりフカマル  c以外で4v陽気  ウルトラボール以外でお願いします   出  命の珠、孵化あまりhabsVのミミッキュ、孵化あまりヒンバス <\br>
2016/12/27|17/55/00	57655	343	 >>341  1779 2245 7282  TN ル○ <\br>
2016/12/27|18/03/00	57655	349	 >>341  ダクボフカマル出せます  珠欲しいです   2208-5671-8175 TNか◯◯◯ <\br>
2016/12/27|18/21/00	57655	360	 求）オシャボポケモン  　　もしくはラブボ夢ママンボウ個体値不問   出）下記必要箇所4Vポケモン　オシャボは特筆してあります  ・おくびょうヒトモシ　ムーン  ・ようき夢フカマル　ルアー ・ようきアブソル ムーン  ・おくびょう夢ロコン　ラブ 　　・おくびょうゴース　　ムーン  ・いじっぱりミミッキュ　ムーン 　・ひかえめヒトツキ　ヘビー  ・ようきタツベイ　ムーン　フレンド  ・わんぱくコイキング　 ・夢ユキワラシ　ラブ  ・ヌイコグマ　ラブ 　　・ようきリオル　ヘビー  ・ずぶといピンプク　 　・おくびょうヤトウモリ　  ・ずぶといヒドイデ 　　・わんぱくエアームド  ・ずぶといポリ  5214　9788　4701  遺伝技に興味ある人は聞いてください  性格もメジャーなものになら変えられます <\br>
2016/12/27|18/22/00	57655	362	 >>349  すみません今から出掛けるので夜お願いします  申し訳ないです <\br>
2016/12/27|18/23/00	57655	363	 >>360  プレミアボールいじっぱりギアルならだせますがどうですか？ <\br>
2016/12/27|18/25/00	57655	367	 >>363  いいですよ  希望ポケモンとフレコお願いします <\br>
2016/12/27|18/28/00	57655	368	 >>367  ピンプク・ヒトモシ・アブソルに卵技はありますか？ <\br>
2016/12/27|18/28/00	57655	369	 >>363  早とちりしてすいません  オシャボポケモン集めてるので提案には応じかねます <\br>
2016/12/27|18/31/00	57655	371	 >>369  言いたいことはなんとなくわかりましたがそれならばオシャボではなくガンテツボールと書いてください <\br>
2016/12/27|18/32/00	57655	372	 >>368  特別な技は  ピンプクのアロマセラピー  アブソルはじゃれつくです　ヒトモシは特にありません <\br>
2016/12/27|18/32/00	57655	373	 >>369  オシャボってなんなんだよ  断るならちゃんと書けや <\br>
2016/12/27|18/37/00	57655	377	 >>376は>>360へのレスです  失礼しました <\br>
2016/12/27|18/38/00	57655	378	 >>377  イーブイお願いします <\br>
2016/12/27|18/43/00	57655	380	 >>378  よろしくお願いします  5043-3787-3568 エ <\br>
2016/12/27|18/46/00	57655	383	 >>360  ではムンボサザン・ラブボヌメラ・ラブボミミッキュ・ラブボヌイコグマ・ムンボロコン・ヘビボカビゴンの中から交換していただけるものはありますか？こちらはヒトモシとヒトツキとアブソルがほしいのですが  優先度は書いてる順番です <\br>
2016/12/27|18/51/00	57655	393	 >>383  サザン　ヌメラ　カビゴンお願いします  今他の方と交換中ですのでお待ちください <\br>
2016/12/27|18/56/00	57655	401	 >>393  了解です交換が終わればレスしてください  ヒトツキは出来れば臆病♀希望です他2匹は♂♀どちらでもいいです   フレコ：4253-3631-9324 TN：う〇〇〇 <\br>
2016/12/27|18/57/00	57655	404	 >>393  すみません  ヒトツキじゃなくてヒトモシが♀希望でした  ヒトツキとアブソルはどちらでもいいです <\br>
2016/12/27|19/18/00	57655	430	 >>404  お待たせしました  ヒトモシ♀おくびょう　ヒトツキ　アブソルで間違いないですよね？ <\br>
2016/12/27|19/19/00	57655	431	 >>430  はいそれであってますややこしくてすみません  これから潜ります <\br>
2016/12/27|19/24/00	57655	436	 >>431  勘違いじゃなければフレコいただいてないと思いますが <\br>
2016/12/27|19/26/00	57655	439	 >>436  一応貼りましたが...これです  フレコ：4253-3631-9324 TN：う〇〇〇 <\br>
2016/12/27|19/27/00	57655	441	 >>439  いまいきます <\br>
2016/12/27|19/33/00	57655	447	 >>440  >>439みたいなやつとかな。  さっきも問題起こしておいて、今も  フレコいただいてないと思いますが  ↓  （相手）貼ってある  ↓  今いきます で謝罪すら無し。 <\br>
2016/12/27|19/33/00	57655	449	 >>441  交換ありがとうございました <\br>
2016/12/27|19/49/00	57655	458	 求  意地ウリムー(氷柱針、ステロ遺伝)   出  必要箇所4vポケモン  意地タツベイ(ドロポン、竜舞遺伝)  腕白防塵バルチャイ(イカサマ、黒い眼差し遺伝)  陽気貰い火ガーディ(インファ、朝の日差し、燃え尽きる遺伝)  意地テクニストライク  陽気夢フカマル(逆鱗遺伝)   C抜け5v意地ミミッキュ(道連れ遺伝のラブボ)  A抜け5v臆病ゴース (滅び遺伝、A0ではないです)   または合計BP64までのアイテム   FC:0748-2576-3361  TN:ス○○ <\br>
2016/12/27|19/53/00	57655	465	 >>458  お時間いただければ孵化しますがいかがでしょうか。  ゴージャスボール入りです。夢特性ではないです。   よろしければBPアイテム希望します。 <\br>
2016/12/27|19/55/00	57655	467	 >>465  ありがとうございます！  夢特性は無理なのでその点は大丈夫です。よろしくお願いします  BPアイテムは何にしましょうか？ <\br>
2016/12/27|19/58/00	57655	470	 >>467  そうでしたねw  ルカリオナイトお願い致します。  孵化出来次第おしらせしますね。 <\br>
2016/12/27|20/00/00	57655	472	 >>447  お前自分が浮いてるの気づけよ  謝罪とか改造とかレートがどうとか  お前がいなければ邪魔な書き込みないじゃん  一度もフレコすら貼ってないし後返信はいらん消えろ <\br>
2016/12/27|20/02/00	57655	474	 >>470  夢が欲しいのは山々ですけどね…  ルカリオナイトですね。了解しました  10分おきくらいに覗きに来たいと思います <\br>
2016/12/27|20/06/00	57655	476	 >>474  産まれました！  準備できましたら交換お願い致します。   3265- 6198- 1431 カタカナ4文字 <\br>
2016/12/27|20/12/00	57655	480	 >>472  浮いてるのも、フレコ書いてないのも当たり前でしょうw  君みたいな人間に批判されるのは覚悟でサブ端末使って鮫トレーダーや非常識トレーダーを減らそうとしてるんだから。  ワッチョイあるスレでフレコ晒して鮫トレしてる人みたいな馬鹿じゃありません！   批判もNGもご自由にだよ。鮫トレや非常識な対応をすると俺みたいな面倒くさいやつに絡まれるってことを分かってもらえればそれでいい。 <\br>
2016/12/27|20/13/00	57655	483	 >>476  少々遅れました  孵化ありがとうございます！  これから潜りたいと思います <\br>
2016/12/27|20/16/00	57655	488	 >>483  良個体までありがとうございました！  また機会があればよろしくお願いします。 <\br>
2016/12/27|20/17/00	57655	490	 >>488  こちらこそ理想個体でありがとうございました！  機会があればまたよろしくお願いします <\br>
2016/12/27|21/01/00	57655	534	 出)基本必要4V  　・ニャースR/陽気or臆病/ものひろいorテクニ/催眠・すてゼリフ・ど忘れ・イカサマ/ウルボ  　・カラカラ/意地/避雷針/滅び・腹太鼓・堪える・アイへ/ウルボorムンボ  　・タツベイ/無邪気/石頭/竜舞・りゅうは・ハイポン・暴れる/ウルボ  　・ベトベターR/意地/毒手/影打ち・呪い・クリスモ/ネスボ  　・シズクモ/意地/水疱/蓄える・吐き出す/ムンボ  　・リオル/陽気/いたずらor不屈/飛び膝・真空波・バレパン・かみくだく/ウルボ  　・マリル/意地/力持ち/アクジェ・腹太鼓・伸し掛かり/ダイボ  　・ポリゴン/図太い/ダウンロード/モンボ  　・ミミッキュ/意地/ばけのかわ/呪い・悪夢・道連れ・怨念/ラブボ  　・ストライク/慎重/テクニ/辻斬り・バトン/ヘビボ  　・BP（基本調整用）   求)　  孵化余り（必要4V ガンテツorウルボ　遺伝有り）  　　・控えめモノズ  　　・陽気シェルダー  　　・陽気フカマル　   　　・その他ご提案下さい。    3I53/6129/8225 トから始まる３文字 <\br>
2016/12/27|21/15/00	57655	543	 >>534  B抜け5V夢フカマルありますよ  48BPのアイテムが欲しいのですが、よろしいでしょうか？ <\br>
2016/12/27|21/16/00	57655	544	 >>534  性格はようきで、げきりんとアイアンヘッド遺伝してます <\br>
2016/12/27|21/16/00	57655	545	 >>534  陽気フカマル出せます  ストライクお願いできますか？ <\br>
2016/12/27|21/17/00	57655	547	 >>543  32BPまでは出しますが48BPは厳しいです。それで無理なら諦めます。 <\br>
2016/12/27|21/18/00	57655	550	 >>545  先の方がいるので、その後でよろしければ。  成立した場合でも逆の性別の方で交換できればと思います。 <\br>
2016/12/27|21/18/00	57655	551	 >>534  ムンボ控えめモノズ孵化すれば出せます  夢リオル希望です  0963-1590-5516  TNみ○○ <\br>
2016/12/27|21/21/00	57655	556	 >>551  交換お願いします。  順次対応していきますので申し訳ありませんがお待ち下さい。   >>534  一旦〆 <\br>
2016/12/27|21/21/00	57655	557	 >>547  じゃあ、リオルでお願いします <\br>
2016/12/27|21/23/00	57655	560	 >>557  了解しました。希望特性をお願いします。  フレコ提示次第、登録して潜ります。 <\br>
2016/12/27|21/26/00	57655	565	 >>550  分かりました  D抜け5Vダイボいじっぱりフカマル逆鱗遺伝を用意しておきます  良ければストライクお願いします <\br>
2016/12/27|21/29/00	57655	580	 >>560  フレンドコードは>>509と同じです <\br>
2016/12/27|21/33/00	57655	590	 >>560  ありがとうございました <\br>
2016/12/27|21/33/00	57655	591	 >>565  もし入れば♂でお願いします。  先の交換が終わったのでフレコ提示お願いします。   >>580  交換ありがとうございました。 <\br>
2016/12/27|21/34/00	57655	595	 >>591  すみません♀でした･･･ <\br>
2016/12/27|21/35/00	57655	600	 >>551  もう登録済みみたいですので、もし潜ってましたら申請致します。 <\br>
2016/12/27|21/36/00	57655	603	 >>595  そうですか。では♀でもいいですよ。  フレコお願いします。 <\br>
2016/12/27|21/36/00	57655	604	 >>600  今陽気ヘビボシェルダーも孵化したんですけどこれと図太いポリゴンも交換できますか？ <\br>
2016/12/27|21/37/00	57655	607	 >>604  ありがたいです。お願いします。 <\br>
2016/12/27|21/37/00	57655	611	 出 ガルーラプレミアボール意地っ張り肝っ玉Cぬけ5V  鳩胸ヤヤコマモンボ臆病A抜け5V  以下孵化余り  ミミッキュようきラブボor意地っ張りムンボorラブボ(S逆V)個体あり  アコジムシ控えめムンボ  夢ヤミラミずぶといムンボ  ワニノコ意地っ張りルアボ  夢カリキリ控えめラブボリフストギガドレアロマセラピーウエザーボール遺伝  ドロバンコレベボ意地っ張りインファのしかかり遺伝    求 ガンテツ夢ユキワラシ  ガンテツバルチャイ  その他ガンテツ孵化余り    FC0662-7020-1704   よろしくお願いします！ <\br>
2016/12/27|21/39/00	57655	617	 >>603  0533-6737-8902  し〇 <\br>
2016/12/27|21/42/00	57655	624	 >>611  ラブボバルチャイだせます   よろしければワニノコ欲しいです   FC:3325-6430-2750  TN:レ○ <\br>
2016/12/27|21/42/00	57655	626	 >>607  交換ありがとうございましたー <\br>
